SigAgente;IdeConjUndConsumidoras;DscConjUndConsumidoras;Região
AME;12581;MÉDIO E BAIXO AMAZONAS;Sul
AME;12582;PURUS E MADEIRA;Sul
AME;12583;MÉDIO SOLIMÕES E JURUÁ;Sul
AME;12584;ALTO SOLIMÕES;Sul
AME;12585;RIO NEGRO E BAIXO SOLIMÕES;Sul
AME;13002;APARECIDA;Sul
AME;13004;CIDADE NOVA;Sul
AME;13006;DISTRITO INDUSTRIAL II;Sul
AME;13007;FLORES;Sul
AME;13008;MAUÁ;Sul
AME;13009;PONTA NEGRA;Sul
AME;13010;REDENÇÃO;Sul
AME;13011;SANTO ANTÔNIO;Sul
AME;13012;SÃO JOSÉ;Sul
AME;13013;SERINGAL MIRIM;Sul
AME;13014;V 8;Sul
AME;15798;MARAPATÁ;Sul
AME;15799;CACHOEIRINHA;Sul
AME;15800;DISTRITO INDUSTRIAL I;Sul
AME;17366;V 8;Sul
AME;17367;SERINGAL MIRIM;Sul
AME;17368;SANTO ANTONIO;Sul
AME;17369;SAO JOSE;Sul
AME;17370;SANTA ETELVINA;Sul
AME;17371;RIO PRETO DA EVA;Sul
AME;17372;RIO NEGRO;Sul
AME;17373;REDENCAO;Sul
AME;17374;PONTA NEGRA;Sul
AME;17375;MUTIRAO;Sul
AME;17376;MEDIO SOLIMOES E JURUA;Sul
AME;17377;MEDIO AMAZONAS;Sul
AME;17378;MARAPATA;Sul
AME;17379;JOAO PAULO;Sul
AME;17380;JARAQUI;Sul
AME;17381;FLORES;Sul
AME;17382;DISTRITO INDUSTRIAL III;Sul
AME;17383;DISTRITO INDUSTRIAL II;Sul
AME;17384;DISTRITO INDUSTRIAL I;Sul
AME;17385;COMPENSA;Sul
AME;17386;COARI;Sul
AME;17387;CIDADE NOVA;Sul
AME;17388;CENTRO;Sul
AME;17389;CACHOEIRINHA;Sul
AME;17390;CACHOEIRA GRANDE;Sul
AME;17391;BAIXO SOLIMOES;Sul
AME;17392;BAIXO AMAZONAS;Sul
AME;17393;APARECIDA;Sul
BOA VISTA;12727;CENTRO;Norte
BOA VISTA;12729;FLORESTA;Norte
BOA VISTA;12731;DISTRITO;Norte
BOA VISTA;16103;ALTO ALEGRE;Norte
BOA VISTA;16104;AMAJARI;Norte
BOA VISTA;16105;BONFIM;Norte
BOA VISTA;16106;CANTA;Norte
BOA VISTA;16107;CARACARAI;Norte
BOA VISTA;16108;CAROEBE;Norte
BOA VISTA;16109;IRACEMA;Norte
BOA VISTA;16110;MUCAJAI;Norte
BOA VISTA;16111;NORMANDIA;Norte
BOA VISTA;16112;PACARAIMA;Norte
BOA VISTA;16113;RORAINOPOLIS;Norte
BOA VISTA;16114;SAO JOAO DA BALIZA;Norte
BOA VISTA;16115;SAO LUIS DO ANAUA;Norte
BOA VISTA;16116;UIRAMUTA;Norte
BOA VISTA;17354;BALIZA;Norte
BOA VISTA;17355;SATELITE;Norte
BOA VISTA;17356;RORAINOPOLIS;Norte
BOA VISTA;17357;PACARAIMA;Norte
BOA VISTA;17358;MUCAJAI;Norte
BOA VISTA;17359;FLORESTA;Norte
BOA VISTA;17360;EQUATORIAL;Norte
BOA VISTA;17361;DISTRITO;Norte
BOA VISTA;17362;CENTRO;Norte
BOA VISTA;17363;CENTENARIO;Norte
BOA VISTA;17364;CARACARAI;Norte
BOA VISTA;17365;BONFIM;Norte
CASTRO-DIS;16692;CASTRO-DIS;Sul
CEA;14562;SERRA DO NAVIO;Norte
CEA;14563;PORTO GRANDE;Norte
CEA;14564;TARTARUGALZINHO;Norte
CEA;14565;SANTANA;Norte
CEA;14566;SANTA RITA;Norte
CEA;14567;PORTUARIA;Norte
CEA;14568;OIAPOQUE;Norte
CEA;14569;MACAPA II;Norte
CEA;14570;AMAPA;Norte
CEA;14571;CALÇOENE;Norte
CEA;14572;EQUATORIAL;Norte
CEA;14573;JARI;Norte
CEDRAP;12481;CEDRAP;Sul
CEDRI;12638;CEDRI;Sul
CEEE-D;12524;VASCONCELOS;Sul
CEEE-D;12525;CAMAQUÃ;Sul
CEEE-D;12532;CAMAQUÃ 2;Sul
CEEE-D;12535;CAPIVARITA;Sul
CEEE-D;12536;CASSINO;Sul
CEEE-D;12539;DOM PEDRITO;Sul
CEEE-D;12540;ELDORADO DO SUL;Sul
CEEE-D;12541;ENCRUZILHADA;Sul
CEEE-D;12542;GUAIBA;Sul
CEEE-D;12543;JAGUARÃO;Sul
CEEE-D;12546;MOSTARDAS;Sul
CEEE-D;12547;PALMARES DO SUL;Sul
CEEE-D;12548;PEDRO OSÓRIO;Sul
CEEE-D;12553;PINHAL;Sul
CEEE-D;12559;PORTO ALEGRE 16;Sul
CEEE-D;12570;SANTO ANTÔNIO;Sul
CEEE-D;12571;SÃO LOURENÇO DO SUL;Sul
CEEE-D;12574;TORRES 1;Sul
CEEE-D;12575;TRAMANDAÍ;Sul
CEEE-D;12576;UTE PRESIDENTE MÉDICI;Sul
CEEE-D;15360;ARROIO GRANDE;Sul
CEEE-D;15361;CANGUÇU;Sul
CEEE-D;15362;PORTO ALEGRE 4 - CENTRO;Sul
CEEE-D;15975;ALVORADA;Sul
CEEE-D;15976;AREAL;Sul
CEEE-D;15977;ARROIO DO SAL;Sul
CEEE-D;15978;ATLANTIDA;Sul
CEEE-D;15979;MENINO DEUS;Sul
CEEE-D;15980;RINCAO;Sul
CEEE-D;15981;ATLANTIDA SUL;Sul
CEEE-D;15982;BAGE 1;Sul
CEEE-D;15983;BAGE 2;Sul
CEEE-D;15984;CAPAO NOVO;Sul
CEEE-D;15985;CHARQUEADAS 2;Sul
CEEE-D;15986;OSORIO 1;Sul
CEEE-D;15987;PELOTAS 1;Sul
CEEE-D;15988;PELOTAS 2;Sul
CEEE-D;15989;PELOTAS 3;Sul
CEEE-D;15990;PELOTAS 4;Sul
CEEE-D;15991;PORTO ALEGRE 1;Sul
CEEE-D;15992;PORTO ALEGRE 10;Sul
CEEE-D;15993;PORTO ALEGRE 12;Sul
CEEE-D;15994;PORTO ALEGRE 13;Sul
CEEE-D;15995;PORTO ALEGRE 14;Sul
CEEE-D;15996;PORTO ALEGRE 18;Sul
CEEE-D;15997;PORTO ALEGRE 2;Sul
CEEE-D;15998;PORTO ALEGRE 3;Sul
CEEE-D;15999;PORTO ALEGRE 4 - CENTRO 2;Sul
CEEE-D;16000;PORTO ALEGRE 5;Sul
CEEE-D;16001;PORTO ALEGRE 6;Sul
CEEE-D;16002;PORTO ALEGRE 8;Sul
CEEE-D;16003;PORTO ALEGRE 9;Sul
CEEE-D;16004;QUINTA;Sul
CEEE-D;16005;RIO GRANDE 1;Sul
CEEE-D;16006;RIO GRANDE 2;Sul
CEEE-D;16007;RIO GRANDE 3;Sul
CEEE-D;16008;SANTA VITORIA DO PALMAR;Sul
CEEE-D;16009;SAO JERONIMO;Sul
CEEE-D;16010;TERRA DE AREIA;Sul
CEEE-D;16011;VIAMAO 1;Sul
CEEE-D;16012;VIAMAO 2;Sul
CEEE-D;16862;ALVORADA 2;Sul
CEEE-D;16863;PORTO ALEGRE 7;Sul
CEEE-D;16864;PORTO ALEGRE 15;Sul
CEEE-D;16865;PELOTAS 5;Sul
CEEE-D;16866;AREAL;Sul
CEEE-D;16867;CASSINO;Sul
CEEE-D;16868;RIO GRANDE 1;Sul
CEEE-D;16869;PELOTAS 1;Sul
CEEE-D;16870;PORTO ALEGRE 9;Sul
CEEE-D;16871;PORTO ALEGRE 14;Sul
CEEE-D;16872;QUINTA;Sul
CEEE-D;16873;TERRA DE AREIA;Sul
CEEE-D;16874;PORTO ALEGRE 2;Sul
CEEE-D;16875;PORTO ALEGRE 1;Sul
CEEE-D;16876;PORTO ALEGRE 8;Sul
CEEE-D;16877;PORTO ALEGRE 13;Sul
CEEE-D;16878;VIAMAO 2;Sul
CEEE-D;16879;ALVORADA;Sul
CEEE-D;16880;PORTO ALEGRE 6;Sul
CEEE-D;16881;PORTO ALEGRE 4 - CENTRO 2;Sul
CEEE-D;16882;OSORIO 1;Sul
CEEE-D;16883;PELOTAS 2;Sul
CEEE-D;16884;MENINO DEUS;Sul
CEEE-D;16885;PORTO ALEGRE 3;Sul
CEEE-D;16886;RIO GRANDE 3;Sul
CEEE-D;16887;PORTO ALEGRE 5;Sul
CEEE-D;16888;RIO GRANDE 2;Sul
CEEE-D;16889;RINCAO;Sul
CEEE-D;16890;VIAMAO 1;Sul
CEEE-D;16891;PORTO ALEGRE 10;Sul
CEEE-D;16892;PORTO ALEGRE 12;Sul
CEEE-D;16893;PELOTAS 3;Sul
CEEE-D;16894;ARROIO GRANDE;Sul
CEEE-D;16895;PORTO ALEGRE 20;Sul
CEGERO;16612;CEGERO;Sul
CEJAMA;12478;CEJAMA;Sul
CELESC-DIS;13265;ARAQUARI;Sul
CELESC-DIS;13267;ARABUTÃ;Sul
CELESC-DIS;13271;BIGUAÇÚ QUINTINO BOCAIUVA;Sul
CELESC-DIS;13272;BLUMENAU BAIRRO DA VELHA;Sul
CELESC-DIS;13274;BLUMENAU GARCIA;Sul
CELESC-DIS;13279;BOM RETIRO;Sul
CELESC-DIS;13281;BRUSQUE;Sul
CELESC-DIS;13283;BRUSQUE RIO BRANCO;Sul
CELESC-DIS;13284;CAÇADOR;Sul
CELESC-DIS;13289;CAÇADOR CASTELHANO;Sul
CELESC-DIS;13290;CAMBORIÚ;Sul
CELESC-DIS;13292;CAMBORIÚ MORRO DO BOI;Sul
CELESC-DIS;13293;CAMPOS NOVOS;Sul
CELESC-DIS;13295;CANOINHAS;Sul
CELESC-DIS;13296;CAPINZAL;Sul
CELESC-DIS;13298;CATANDUVAS;Sul
CELESC-DIS;13299;CHAPECÓ;Sul
CELESC-DIS;13300;CHAPECÓ II;Sul
CELESC-DIS;13306;COQUEIROS;Sul
CELESC-DIS;13307;CORUPÁ;Sul
CELESC-DIS;13311;CRICIÚMA FLORESTA;Sul
CELESC-DIS;13313;DOUTOR PEDRINHO;Sul
CELESC-DIS;13314;FAXINAL DOS GUEDES;Sul
CELESC-DIS;13318;FORQUILHINHA;Sul
CELESC-DIS;13320;FRAIBURGO;Sul
CELESC-DIS;13321;GAROPABA;Sul
CELESC-DIS;13323;GARUVA;Sul
CELESC-DIS;13325;GASPAR;Sul
CELESC-DIS;13327;GOVERNADOR CELSO RAMOS;Sul
CELESC-DIS;13329;GUARAMIRIM;Sul
CELESC-DIS;13331;GUARAMIRIM DIST;Sul
CELESC-DIS;13341;ILHA NORTE;Sul
CELESC-DIS;13342;ILHA SUL;Sul
CELESC-DIS;13344;IMBITUBA;Sul
CELESC-DIS;13345;INDAIAL;Sul
CELESC-DIS;13347;IPÚ MIRIM;Sul
CELESC-DIS;13349;ITAIOPOLIS;Sul
CELESC-DIS;13351;ITAJAÍ FAZENDA;Sul
CELESC-DIS;13352;ITAJAÍ ITAIPAVA;Sul
CELESC-DIS;13357;ITAPIRANGA;Sul
CELESC-DIS;13359;ITAPOÁ BARRA DO SAHY DIST.;Sul
CELESC-DIS;13362;JAGUARUNA VELHA;Sul
CELESC-DIS;13364;JARAGUÁ CHICO DE PAULA;Sul
CELESC-DIS;13366;JARAGUÁ DO SUL;Sul
CELESC-DIS;13368;JARAGUÁ NEREU RAMOS;Sul
CELESC-DIS;13370;JARAGUÁ RIO DA LUZ;Sul
CELESC-DIS;13372;JOINVILLE I;Sul
CELESC-DIS;13376;JOINVILLE IRIRIÚ;Sul
CELESC-DIS;13381;JOINVILLE V;Sul
CELESC-DIS;13384;JOINVILLE VILA NOVA;Sul
CELESC-DIS;13386;LAGES ÁREA INDUSTRIAL;Sul
CELESC-DIS;13388;LAGUNA;Sul
CELESC-DIS;13391;LAURO MULLER;Sul
CELESC-DIS;13393;LUÍS ALVES;Sul
CELESC-DIS;13395;MAFRA;Sul
CELESC-DIS;13396;MAJOR VIEIRA;Sul
CELESC-DIS;13398;MARACAJÁ;Sul
CELESC-DIS;13401;ORLEANS;Sul
CELESC-DIS;13402;OTACÍLIO COSTA;Sul
CELESC-DIS;13405;PAPANDUVA;Sul
CELESC-DIS;13407;PINHALZINHO;Sul
CELESC-DIS;13408;PINHEIRA;Sul
CELESC-DIS;13410;PONTE ALTA;Sul
CELESC-DIS;13411;PORTO BELO;Sul
CELESC-DIS;13412;PORTO UNIÃO DIST.;Sul
CELESC-DIS;13413;QUILOMBO;Sul
CELESC-DIS;13414;RIO DO SUL;Sul
CELESC-DIS;13416;RIO NEGRINHO;Sul
CELESC-DIS;13417;RIO NEGRO;Sul
CELESC-DIS;13419;SANTA TEREZINHA;Sul
CELESC-DIS;13420;SAO BENTO DO SUL;Sul
CELESC-DIS;13421;SAO BENTO DO SUL - BRASÍLIA;Sul
CELESC-DIS;13423;SAO FRANCISCO DO SUL;Sul
CELESC-DIS;13424;SAO JOAQUIM;Sul
CELESC-DIS;13425;SAO JOSÉ DO CEDRO;Sul
CELESC-DIS;13426;SAO LOURENÇO DO OESTE;Sul
CELESC-DIS;13428;ANITA GARIBALDI;Sul
CELESC-DIS;13430;SCHROEDER;Sul
CELESC-DIS;13431;SEARA;Sul
CELESC-DIS;13432;SIDERÓPOLIS;Sul
CELESC-DIS;13433;SOMBRIO;Sul
CELESC-DIS;13434;TAIÓ;Sul
CELESC-DIS;13435;TIJUCAS;Sul
CELESC-DIS;13438;TROMBUDO CENTRAL;Sul
CELESC-DIS;13439;TUBARÃO;Sul
CELESC-DIS;13440;TUBARÃO II;Sul
CELESC-DIS;13441;UBATUBA;Sul
CELESC-DIS;13442;USINA CAVEIRAS;Sul
CELESC-DIS;13443;USINA GARCIA;Sul
CELESC-DIS;13445;VIDAL RAMOS JÚNIOR;Sul
CELESC-DIS;13447;VOLTA GRANDE;Sul
CELESC-DIS;13448;XANXERÊ;Sul
CELESC-DIS;15586;FLORIANÓPOLIS AGRONÔMICA;Sul
CELESC-DIS;15587;ILHA CENTRO;Sul
CELESC-DIS;15588;TRINDADE;Sul
CELESC-DIS;15589;ITAJAÍ SALSEIROS;Sul
CELESC-DIS;15590;NAVEGANTES;Sul
CELESC-DIS;15591;PIÇARRAS;Sul
CELESC-DIS;15592;TIMBO;Sul
CELESC-DIS;15593;POMERODE;Sul
CELESC-DIS;15594;BLUMENAU II;Sul
CELESC-DIS;15595;BLUMENAU SALTO;Sul
CELESC-DIS;16037;ARARANGUÁ;Sul
CELESC-DIS;16038;ERMO;Sul
CELESC-DIS;16039;IÇARA;Sul
CELESC-DIS;16040;CRICIÚMA;Sul
CELESC-DIS;16041;MONDAÍ;Sul
CELESC-DIS;16042;PALMITOS;Sul
CELESC-DIS;16043;ROÇADO;Sul
CELESC-DIS;16044;PALHOÇA;Sul
CELESC-DIS;16045;SÃO JOSÉ DO SERTÃO;Sul
CELESC-DIS;16046;JOINVILLE III;Sul
CELESC-DIS;16047;JOINVILLE SANTA CATARINA;Sul
CELESC-DIS;16048;JOINVILLE PARANAGUAMIRIM;Sul
CELESC-DIS;16049;JOINVILLE IV;Sul
CELESC-DIS;16050;PIRABEIRABA;Sul
CELESC-DIS;16051;JOINVILLE PERINI;Sul
CELESC-DIS;16052;IBIRAMA;Sul
CELESC-DIS;16053;RIO DO SUL II;Sul
CELESC-DIS;16054;PRESIDENTE GETÚLIO;Sul
CELESC-DIS;16055;ITUPORANGA;Sul
CELESC-DIS;16056;VIDAL RAMOS CENTRO;Sul
CELESC-DIS;16057;SÃO CRISTÓVÃO;Sul
CELESC-DIS;16058;SANTA CECÍLIA;Sul
CELESC-DIS;16059;CURITIBANOS DISTRITO INDUSTRIAL;Sul
CELESC-DIS;16060;HERVAL D'OESTE;Sul
CELESC-DIS;16061;ÁGUA DOCE;Sul
CELESC-DIS;16062;TREZE TÍLIAS;Sul
CELESC-DIS;16063;VIDEIRA;Sul
CELESC-DIS;16064;TANGARÁ;Sul
CELESC-DIS;16065;CONCÓRDIA;Sul
CELESC-DIS;16066;CONCÓRDIA SÃO CRISTOVÃO;Sul
CELESC-DIS;16067;SAO MIGUEL D'OESTE II;Sul
CELESC-DIS;16796;ILHA NORTE;Sul
CELESC-DIS;16797;FLORIANÓPOLIS INGLESES;Sul
CELESC-DIS;16798;CAPOEIRAS;Sul
CELESC-DIS;16799;COQUEIROS;Sul
CELESC-DIS;16800;BIGUAÇÚ QUINTINO BOCAIUVA;Sul
CELESC-DIS;16801;PALHOÇA CAMINHO NOVO;Sul
CELESC-DIS;16802;PALHOÇA;Sul
CELESC-DIS;16803;ROÇADO;Sul
CELESC-DIS;16804;PORTO BELO;Sul
CELESC-DIS;16805;BOMBINHAS;Sul
CELESC-DIS;16806;JARAGUÁ DO SUL;Sul
CELESC-DIS;16807;PIRABEIRABA;Sul
CELESC-DIS;16808;GARUVA;Sul
CELESC-DIS;16809;PAPANDUVA;Sul
CELESC-DIS;16810;BLUMENAU II;Sul
CELESC-DIS;16811;TIMBO;Sul
CELESC-DIS;16812;ITUPORANGA;Sul
CELESC-DIS;16813;BLUMENAU FORTALEZA;Sul
CELESC-DIS;16814;BLUMENAU SALTO;Sul
CELESC-DIS;16815;LAGES VIDAL RAMOS JR;Sul
CELESC-DIS;16816;CURITIBANOS;Sul
CELESC-DIS;16817;LAGES ÁREA INDUSTRIAL;Sul
CELESC-DIS;16818;VIDEIRA;Sul
CELESC-DIS;16819;ÁGUA DOCE;Sul
CELESC-DIS;16820;CONCÓRDIA;Sul
CELESC-DIS;16821;MARAVILHA;Sul
CELESC-DIS;16822;PINHALZINHO;Sul
CELESC-DIS;16823;SAO MIGUEL DO OESTE II;Sul
CELESC-DIS;16824;JAGUARUNA;Sul
CELESC-DIS;16825;CRICIÚMA;Sul
CELESC-DIS;16826;CRICIÚMA FLORESTA;Sul
CELESC-DIS;16827;SOMBRIO;Sul
CELESC-DIS;16828;SÃO JOSÉ REAL PARQUE;Sul
CELETRO;16896;CELETRO;Sul
CEMIG-D;15092;Araçagi;Sudeste
CEMIG-D;15093;Abadia dos Dourados;Sudeste
CEMIG-D;15094;Arcos 1;Sudeste
CEMIG-D;15095;Areado 2;Sudeste
CEMIG-D;15096;Abaeté 2;Sudeste
CEMIG-D;15097;Alfenas 1;Sudeste
CEMIG-D;15098;Águas Formosas;Sudeste
CEMIG-D;15099;Alpinópolis 2;Sudeste
CEMIG-D;15101;Andradas 2;Sudeste
CEMIG-D;15102;Aimorés;Sudeste
CEMIG-D;15103;Araporã;Sudeste
CEMIG-D;15104;Araguari 2;Sudeste
CEMIG-D;15106;Avatinguara;Sudeste
CEMIG-D;15107;Araxá 1;Sudeste
CEMIG-D;15108;Bambuí;Sudeste
CEMIG-D;15109;Barbacena 2;Sudeste
CEMIG-D;15110;Barbacena 1;Sudeste
CEMIG-D;15111;Barão de Cocais 1;Sudeste
CEMIG-D;15112;Bocaiúva;Sudeste
CEMIG-D;15113;Borda da Mata;Sudeste
CEMIG-D;15114;Bom Despacho 2;Sudeste
CEMIG-D;15115;Betim 5;Sudeste
CEMIG-D;15116;Betim 2;Sudeste
CEMIG-D;15125;BH Horto;Sudeste
CEMIG-D;15126;BH Jatobá;Sudeste
CEMIG-D;15127;BH Maracanã;Sudeste
CEMIG-D;15128;Botelhos;Sudeste
CEMIG-D;15129;BH Santa Efigênia;Sudeste
CEMIG-D;15132;Buritis 2;Sudeste
CEMIG-D;15133;Buritis 1;Sudeste
CEMIG-D;15134;Brasília de Minas;Sudeste
CEMIG-D;15135;Brumadinho;Sudeste
CEMIG-D;15136;Bom Sucesso;Sudeste
CEMIG-D;15137;Boa Esperança 2;Sudeste
CEMIG-D;15138;Brasópolis 1;Sudeste
CEMIG-D;15139;Brasilândia 2;Sudeste
CEMIG-D;15140;Berilo;Sudeste
CEMIG-D;15141;Barroso 3;Sudeste
CEMIG-D;15142;Cambuquira 1;Sudeste
CEMIG-D;15143;Caxambu;Sudeste
CEMIG-D;15144;Carlos Chagas 2;Sudeste
CEMIG-D;15145;Carlos Chagas 1;Sudeste
CEMIG-D;15146;Conceição da Aparecida;Sudeste
CEMIG-D;15147;Coromandel;Sudeste
CEMIG-D;15149;Caeté 1;Sudeste
CEMIG-D;15150;Caratinga 1;Sudeste
CEMIG-D;15151;Ci Contagem 1;Sudeste
CEMIG-D;15154;Corinto 1;Sudeste
CEMIG-D;15155;Capelinha 1;Sudeste
CEMIG-D;15156;Conceição das Alagoas;Sudeste
CEMIG-D;15157;Cláudio 1;Sudeste
CEMIG-D;15158;Conceição do Mato Dentro;Sudeste
CEMIG-D;15161;Carmo do Paranaíba 2;Sudeste
CEMIG-D;15162;Campos Altos;Sudeste
CEMIG-D;15163;Carneirinho;Sudeste
CEMIG-D;15164;Lafaiete 1;Sudeste
CEMIG-D;15165;Ipanema;Sudeste
CEMIG-D;15166;Ilha dos Pombos;Sudeste
CEMIG-D;15167;ICEM;Sudeste
CEMIG-D;15168;UH Furnas;Sudeste
CEMIG-D;15169;Varzea da Palma 1;Sudeste
CEMIG-D;15170;Vazante 1;Sudeste
CEMIG-D;15171;Varginha 1;Sudeste
CEMIG-D;15172;Viçosa;Sudeste
CEMIG-D;15174;Uberaba 3;Sudeste
CEMIG-D;15177;Unaí 3;Sudeste
CEMIG-D;15179;Uberlândia 6;Sudeste
CEMIG-D;15180;Uberlândia 7;Sudeste
CEMIG-D;15181;Uberlândia 2;Sudeste
CEMIG-D;15182;UH Três Marias;Sudeste
CEMIG-D;15183;UH Salto Grande;Sudeste
CEMIG-D;15185;UH Queimado;Sudeste
CEMIG-D;15186;UH Peti;Sudeste
CEMIG-D;15189;UH Machado Mineiro;Sudeste
CEMIG-D;15190;UH Itutinga;Sudeste
CEMIG-D;15191;UH Gafanhoto;Sudeste
CEMIG-D;15192;Timóteo;Sudeste
CEMIG-D;15193;Três Pontas 1;Sudeste
CEMIG-D;15195;Taiobeiras;Sudeste
CEMIG-D;15196;Três Corações 1;Sudeste
CEMIG-D;15197;Santa Maria do Suacui;Sudeste
CEMIG-D;15198;Santa Vitória;Sudeste
CEMIG-D;15199;São Sebastião do Paraíso;Sudeste
CEMIG-D;15200;Santa Rita do Sapucaí;Sudeste
CEMIG-D;15201;Sacramento 2;Sudeste
CEMIG-D;15202;Sabinópolis;Sudeste
CEMIG-D;15203;Santos Dumont;Sudeste
CEMIG-D;15206;Salinas;Sudeste
CEMIG-D;15208;Sete Lagoas 3;Sudeste
CEMIG-D;15210;São Gotardo 1;Sudeste
CEMIG-D;15212;São Gonçalo do Abaeté 1;Sudeste
CEMIG-D;15214;São João Del Rei 1;Sudeste
CEMIG-D;15215;São João Del Rei 2;Sudeste
CEMIG-D;15216;Sabará 1;Sudeste
CEMIG-D;15217;São Lourenço 1;Sudeste
CEMIG-D;15218;Santo Antônio do Amparo;Sudeste
CEMIG-D;15219;Raul Soares;Sudeste
CEMIG-D;15220;Resplendor;Sudeste
CEMIG-D;15221;Rio Paranaíba;Sudeste
CEMIG-D;15222;Rio Espera;Sudeste
CEMIG-D;15223;Rio Casca;Sudeste
CEMIG-D;15225;Neves 3;Sudeste
CEMIG-D;15227;Pedra Azul;Sudeste
CEMIG-D;15228;Pedra do Indaiá;Sudeste
CEMIG-D;15229;Paracatu 1;Sudeste
CEMIG-D;15231;Passos 1;Sudeste
CEMIG-D;15232;Poté;Sudeste
CEMIG-D;15233;Paraisópolis;Sudeste
CEMIG-D;15234;Porteirinha 2;Sudeste
CEMIG-D;15235;Patrocínio;Sudeste
CEMIG-D;15237;Pouso Alegre 2;Sudeste
CEMIG-D;15238;Prata 1;Sudeste
CEMIG-D;15239;Pará de Minas 1;Sudeste
CEMIG-D;15241;Pirapora 1;Sudeste
CEMIG-D;15242;Pompeu;Sudeste
CEMIG-D;15247;Paraguaçu 1;Sudeste
CEMIG-D;15248;Paineiras 2;Sudeste
CEMIG-D;15249;Paraopeba;Sudeste
CEMIG-D;15250;Perdões;Sudeste
CEMIG-D;15252;Pains 2;Sudeste
CEMIG-D;15253;Ouro Fino;Sudeste
CEMIG-D;15254;Ouro Preto 1;Sudeste
CEMIG-D;15255;Oliveira;Sudeste
CEMIG-D;15256;Nova Serrana 1;Sudeste
CEMIG-D;15257;Nova Ponte;Sudeste
CEMIG-D;15258;Nepomuceno;Sudeste
CEMIG-D;15261;Nova Era;Sudeste
CEMIG-D;15262;Nanuque;Sudeste
CEMIG-D;15263;Monte Azul;Sudeste
CEMIG-D;15264;Mato Verde;Sudeste
CEMIG-D;15266;Joaquim Murtinho;Sudeste
CEMIG-D;15267;Matozinhos;Sudeste
CEMIG-D;15268;Montalvânia 1;Sudeste
CEMIG-D;15269;Monte Siao;Sudeste
CEMIG-D;15270;Mariana 2;Sudeste
CEMIG-D;15271;Monte Carmelo;Sudeste
CEMIG-D;15272;Minas Novas 1;Sudeste
CEMIG-D;15273;Mantena;Sudeste
CEMIG-D;15274;Mirabela;Sudeste
CEMIG-D;15275;Martinho Campos;Sudeste
CEMIG-D;15276;Maria da Fé 2;Sudeste
CEMIG-D;15278;Montes Claros 2;Sudeste
CEMIG-D;15280;Machado 2;Sudeste
CEMIG-D;15281;Mateus Leme;Sudeste
CEMIG-D;15282;Manga 1;Sudeste
CEMIG-D;15283;Manga 3;Sudeste
CEMIG-D;15284;Luz 1;Sudeste
CEMIG-D;15285;Lagoa da Prata 1;Sudeste
CEMIG-D;15286;Lajinha 1;Sudeste
CEMIG-D;15288;Lagoa Grande;Sudeste
CEMIG-D;15291;Lavras 2;Sudeste
CEMIG-D;15292;Lambari;Sudeste
CEMIG-D;15295;Jacutinga;Sudeste
CEMIG-D;15296;Jequitaí;Sudeste
CEMIG-D;15298;João Pinheiro 1;Sudeste
CEMIG-D;15299;Januária 3;Sudeste
CEMIG-D;15300;Januária 4;Sudeste
CEMIG-D;15301;João Monlevade 3;Sudeste
CEMIG-D;15303;Centralina;Sudeste
CEMIG-D;15304;Capinópolis;Sudeste
CEMIG-D;15305;Coração de Jesus;Sudeste
CEMIG-D;15309;Ituiutaba 1;Sudeste
CEMIG-D;15310;Iturama;Sudeste
CEMIG-D;15312;Itabirito;Sudeste
CEMIG-D;15313;Itacarambi 2;Sudeste
CEMIG-D;15314;Itapecerica;Sudeste
CEMIG-D;15315;Itaobim;Sudeste
CEMIG-D;15316;Inhapim 2;Sudeste
CEMIG-D;15319;Ipatinga 1;Sudeste
CEMIG-D;15320;Ipatinga 3;Sudeste
CEMIG-D;15321;Ipatinga 2;Sudeste
CEMIG-D;15324;Igarape 2;Sudeste
CEMIG-D;15325;Iraí de Minas;Sudeste
CEMIG-D;15326;Icaraí de Minas;Sudeste
CEMIG-D;15327;Ibiá 2;Sudeste
CEMIG-D;15328;Itabira 3;Sudeste
CEMIG-D;15329;Itabira 2;Sudeste
CEMIG-D;15331;Itaú de Minas;Sudeste
CEMIG-D;15332;Governador Valadares 1;Sudeste
CEMIG-D;15333;Governador Valadares 3;Sudeste
CEMIG-D;15334;Governador Valadares 2;Sudeste
CEMIG-D;15335;Guaxupé 2;Sudeste
CEMIG-D;15337;Frutal 1;Sudeste
CEMIG-D;15338;Formiga;Sudeste
CEMIG-D;15339;Frei Inocêncio;Sudeste
CEMIG-D;15340;Francisco Sá;Sudeste
CEMIG-D;15341;Espinosa;Sudeste
CEMIG-D;15342;Engenheiro Dolabela;Sudeste
CEMIG-D;15343;Engenheiro Caldas;Sudeste
CEMIG-D;15344;Divinópolis 1;Sudeste
CEMIG-D;15345;Divinópolis 2;Sudeste
CEMIG-D;15346;Diamantina 1;Sudeste
CEMIG-D;15347;Dores do Indaiá;Sudeste
CEMIG-D;15348;Campina Verde 2;Sudeste
CEMIG-D;15349;Curvelo 2;Sudeste
CEMIG-D;15350;Cordisburgo;Sudeste
CEMIG-D;15351;Central de Minas;Sudeste
CEMIG-D;15352;Conselheiro Pena;Sudeste
CEMIG-D;15353;Cássia 1;Sudeste
