SigAgente;IdeConjUndConsumidoras;DscConjUndConsumidoras;Região
EQUATORIAL MA;15763;COHATRAC;Nordeste
EQUATORIAL MA;15764;RENASCENCA;Nordeste
EQUATORIAL MA;15765;SAO FRANCISCO;Nordeste
EQUATORIAL MA;15771;SAO BERNARDO;Nordeste
EQUATORIAL MA;15773;MAIOBÃO;Nordeste
EQUATORIAL MA;16193;FILIPINHO;Nordeste
EQUATORIAL MA;16194;ENGENHO DAGUA;Nordeste
EQUATORIAL MA;16195;AMARANTE DO PIAUI;Nordeste
EQUATORIAL MA;16196;GOV. EDISON LOBAO;Nordeste
EQUATORIAL MA;16197;ILHA DE BALSAS;Nordeste
EQUATORIAL MA;16198;MATOES;Nordeste
EQUATORIAL MA;16199;RIACHAO;Nordeste
EQUATORIAL MA;16200;SANTA LUCIA;Nordeste
EQUATORIAL MA;16201;SANTA RITA DO NORTE;Nordeste
EQUATORIAL MA;16202;SANTA TEREZINHA;Nordeste
EQUATORIAL MA;16203;SANTO ANTONIO DOS LOPES;Nordeste
EQUATORIAL MA;16204;VARGEM GRANDE;Nordeste
EQUATORIAL MA;16205;VILA PALMEIRA;Nordeste
EQUATORIAL MA;16206;OLHO DAGUA;Nordeste
EQUATORIAL MA;16207;ANJO DA GUARDA;Nordeste
EQUATORIAL MA;16208;URBANO SANTOS;Nordeste
EQUATORIAL MA;16209;SANTA INES;Nordeste
EQUATORIAL MA;16210;BOM JARDIM;Nordeste
EQUATORIAL MA;16211;BEQUIMAO;Nordeste
EQUATORIAL MA;16212;BEIRA RIO;Nordeste
EQUATORIAL MA;16213;BARREIRINHAS;Nordeste
EQUATORIAL MA;16214;SAO DOMINGO DO AZEITAO;Nordeste
EQUATORIAL MA;16215;TRES MARIAS;Nordeste
EQUATORIAL MA;16216;TIMON;Nordeste
EQUATORIAL MA;16217;IPC-IMPERATRIZ;Nordeste
EQUATORIAL MA;16218;IPA-IMPERATRIZ;Nordeste
EQUATORIAL MA;16219;BALSAS;Nordeste
EQUATORIAL MA;16220;ARACAGY;Nordeste
EQUATORIAL MA;16221;FORQUILHA;Nordeste
EQUATORIAL MA;16222;PORTO FRANCO II;Nordeste
EQUATORIAL MA;16223;FAO;Nordeste
EQUATORIAL MA;16224;ITAQUI;Nordeste
EQUATORIAL MA;16225;DOM PEDRO;Nordeste
EQUATORIAL MA;16226;CAXIAS;Nordeste
EQUATORIAL MA;16227;ITAPECURU MIRIM;Nordeste
EQUATORIAL MA;16835;CURURUPU;Nordeste
EQUATORIAL MA;16836;APICUM-AÇU;Nordeste
EQUATORIAL MA;16837;MIRINZAL;Nordeste
EQUATORIAL MA;16838;CUVERLÂNDIA;Nordeste
EQUATORIAL MA;16839;IPA-IMPERATRIZ;Nordeste
EQUATORIAL PA;14438;AFUÁ;Norte
EQUATORIAL PA;14440;ALMEIRIM;Norte
EQUATORIAL PA;14442;ANAJÁS;Norte
EQUATORIAL PA;14445;AVEIRO;Norte
EQUATORIAL PA;14446;BAGRE;Norte
EQUATORIAL PA;14449;BENGUÍ;Norte
EQUATORIAL PA;14450;BRAGANÇA;Norte
EQUATORIAL PA;14452;BREVES;Norte
EQUATORIAL PA;14458;CASTELO DOS SONHOS;Norte
EQUATORIAL PA;14459;CHAVES;Norte
EQUATORIAL PA;14462;COTIJUBA;Norte
EQUATORIAL PA;14463;CREMAÇÃO;Norte
EQUATORIAL PA;14464;CURRALINHO;Norte
EQUATORIAL PA;14465;CURUÁ;Norte
EQUATORIAL PA;14466;DOM ELISEU;Norte
EQUATORIAL PA;14468;FARO;Norte
EQUATORIAL PA;14470;GUAMÁ;Norte
EQUATORIAL PA;14471;GURUPÁ;Norte
EQUATORIAL PA;14473;INDEPENDÊNCIA;Norte
EQUATORIAL PA;14476;JACAREACANGA;Norte
EQUATORIAL PA;14478;JURUNAS;Norte
EQUATORIAL PA;14480;MÃE DO RIO;Norte
EQUATORIAL PA;14484;MELGAÇO;Norte
EQUATORIAL PA;14485;MIRAMAR;Norte
EQUATORIAL PA;14486;MOJÚ;Norte
EQUATORIAL PA;14488;MORADA NOVA;Norte
EQUATORIAL PA;14489;MOSQUEIRO;Norte
EQUATORIAL PA;14490;MUANÁ;Norte
EQUATORIAL PA;14491;NOVA IPIXUNA;Norte
EQUATORIAL PA;14495;OEIRAS DO PARA;Norte
EQUATORIAL PA;14496;ORIXIMINÁ;Norte
EQUATORIAL PA;14500;PONTA DE PEDRAS;Norte
EQUATORIAL PA;14501;PORTEL;Norte
EQUATORIAL PA;14502;PORTO DE MOZ;Norte
EQUATORIAL PA;14503;PRAINHA;Norte
EQUATORIAL PA;14505;REDUTO;Norte
EQUATORIAL PA;14507;RIO VERMELHO;Norte
EQUATORIAL PA;14508;RONDON DO PARÁ;Norte
EQUATORIAL PA;14509;RURÓPOLIS;Norte
EQUATORIAL PA;14510;SALINÓPOLIS;Norte
EQUATORIAL PA;14512;SANTA CRUZ DO ARARI;Norte
EQUATORIAL PA;14514;SANTA MARIA DO PARÁ;Norte
EQUATORIAL PA;14518;SÃO MIGUEL DO GUAM;Norte
EQUATORIAL PA;14519;SÃO SEBASTIÃO DA BOA VISTA;Norte
EQUATORIAL PA;14524;TERRA SANTA;Norte
EQUATORIAL PA;14528;UTINGA;Norte
EQUATORIAL PA;15459;ABAETETUBA I;Norte
EQUATORIAL PA;15460;ALENQUER I;Norte
EQUATORIAL PA;15462;BENEVIDES;Norte
EQUATORIAL PA;15463;BREU BRANCO I;Norte
EQUATORIAL PA;15464;CAMETÁ I;Norte
EQUATORIAL PA;15465;CAPANEMA I;Norte
EQUATORIAL PA;15467;CIDADE NOVA;Norte
EQUATORIAL PA;15468;COQUEIRO;Norte
EQUATORIAL PA;15469;GOIANÉSIA I;Norte
EQUATORIAL PA;15470;GOIANÉSIA II;Norte
EQUATORIAL PA;15471;ICOARACI;Norte
EQUATORIAL PA;15472;ITAITUBA I;Norte
EQUATORIAL PA;15473;ITUPIRANGA I;Norte
EQUATORIAL PA;15474;ITUPIRANGA II;Norte
EQUATORIAL PA;15475;JACUNDÁ I;Norte
EQUATORIAL PA;15476;JACUNDÁ II;Norte
EQUATORIAL PA;15477;JURUTÍ I;Norte
EQUATORIAL PA;15479;MONTE ALEGRE I;Norte
EQUATORIAL PA;15480;NOVO PROGRESSO I;Norte
EQUATORIAL PA;15481;NOVO PROGRESSO II;Norte
EQUATORIAL PA;15482;ÓBIDOS I;Norte
EQUATORIAL PA;15483;OURÉM I;Norte
EQUATORIAL PA;15484;PARAGOMINAS I;Norte
EQUATORIAL PA;15485;REDENÇÃO I;Norte
EQUATORIAL PA;15486;RIO MARIA I;Norte
EQUATORIAL PA;15487;RIO MARIA II;Norte
EQUATORIAL PA;15489;SANTANA DO ARAGUAIA I;Norte
EQUATORIAL PA;15491;TAILÂNDIA I;Norte
EQUATORIAL PA;15493;TUCUMÃ I;Norte
EQUATORIAL PA;15496;XINGUARA I;Norte
EQUATORIAL PA;15497;CURIÓ;Norte
EQUATORIAL PA;15498;MARITUBA I;Norte
EQUATORIAL PA;15499;OUTEIRO;Norte
EQUATORIAL PA;15506;ALENQUER II;Norte
EQUATORIAL PA;15509;BREU BRANCO II;Norte
EQUATORIAL PA;15511;CAPANEMA II;Norte
EQUATORIAL PA;15512;CARAJÁS II;Norte
EQUATORIAL PA;15513;ELDORADO I;Norte
EQUATORIAL PA;15514;ELDORADO II;Norte
EQUATORIAL PA;15516;JURUTÍ II;Norte
EQUATORIAL PA;15517;MARABÁ II;Norte
EQUATORIAL PA;15518;MARITUBA II;Norte
EQUATORIAL PA;15519;MONTE ALEGRE II;Norte
EQUATORIAL PA;15520;ÓBIDOS II;Norte
EQUATORIAL PA;15521;OURÉM II;Norte
EQUATORIAL PA;15522;PARAGOMINAS II;Norte
EQUATORIAL PA;15523;PARAGOMINAS III;Norte
EQUATORIAL PA;15524;REDENÇÃO III;Norte
EQUATORIAL PA;15526;SANTA IZABEL;Norte
EQUATORIAL PA;15528;SÃO FELIX I;Norte
EQUATORIAL PA;15529;SÃO FELIX II;Norte
EQUATORIAL PA;15530;TAILÂNDIA II;Norte
EQUATORIAL PA;15533;TUCUMÃ II;Norte
EQUATORIAL PA;15535;VILA CONCÓRDIA II;Norte
EQUATORIAL PA;15538;ANANINDEUA;Norte
EQUATORIAL PA;15539;AUGUSTO MONTENEGRO;Norte
EQUATORIAL PA;15540;MARCO;Norte
EQUATORIAL PA;15541;PEDREIRA;Norte
EQUATORIAL PA;15543;TERRA ALTA;Norte
EQUATORIAL PA;15886;ABAETETUBA II;Norte
EQUATORIAL PA;15887;ÁGUA AZUL;Norte
EQUATORIAL PA;15888;ALTAMIRA II;Norte
EQUATORIAL PA;15890;ANAPU;Norte
EQUATORIAL PA;15891;BRASIL NOVO;Norte
EQUATORIAL PA;15892;CAMETÁ II;Norte
EQUATORIAL PA;15893;CAMPO VERDE;Norte
EQUATORIAL PA;15895;ITAITUBA II;Norte
EQUATORIAL PA;15896;MEDICILÂNDIA;Norte
EQUATORIAL PA;15897;NOVO REPARTIMENTO;Norte
EQUATORIAL PA;15898;PARADA DO BENTO;Norte
EQUATORIAL PA;15901;TAILÂNDIA III;Norte
EQUATORIAL PA;15903;TOMÉ-AÇÚ;Norte
EQUATORIAL PA;15904;TUCURUÍ CENTRO;Norte
EQUATORIAL PA;15905;TUCURUÍ I;Norte
EQUATORIAL PA;15906;TUCURUÍ II;Norte
EQUATORIAL PA;15907;URUARÁ;Norte
EQUATORIAL PA;15908;VILA CONCÓRDIA I;Norte
EQUATORIAL PA;15909;XINGUARA II;Norte
EQUATORIAL PA;15910;MONTE DOURADO - JARI;Norte
EQUATORIAL PA;15917;MUIRAQUITÃ;Norte
EQUATORIAL PA;15918;SANTANA DO ARAGUAIA II;Norte
EQUATORIAL PA;16672;ALTAMIRA I;Norte
EQUATORIAL PA;16673;PRINCESA DO XINGU;Norte
EQUATORIAL PA;16674;ALTAMIRA III;Norte
EQUATORIAL PA;16675;SANTO ANTÔNIO;Norte
EQUATORIAL PA;16676;CACHOEIRA DO ARARÍ;Norte
EQUATORIAL PA;16677;CASTANHAL;Norte
EQUATORIAL PA;16678;CIDADE MODELO;Norte
EQUATORIAL PA;16679;ITACAIUNAS;Norte
EQUATORIAL PA;16680;MARABÁ I;Norte
EQUATORIAL PA;16681;NOVA PARAUAPEBAS;Norte
EQUATORIAL PA;16682;PARAUAPEBAS;Norte
EQUATORIAL PA;16683;SANTARÉM;Norte
EQUATORIAL PA;16684;BELTERRA;Norte
EQUATORIAL PA;16685;TAPAJÓS I;Norte
EQUATORIAL PA;16686;BARCARENA;Norte
EQUATORIAL PA;16687;VILA DO CONDE;Norte
EQUATORIAL PA;16688;CONCEIÇÃO DO ARAGUAIA;Norte
EQUATORIAL PA;16689;CARAJÁS I;Norte
EQUATORIAL PA;17210;ALTAMIRA I;Norte
EQUATORIAL PA;17211;ALTAMIRA II;Norte
EQUATORIAL PA;17212;ALTAMIRA IV;Norte
EQUATORIAL PA;17213;ARAGUAIA;Norte
EQUATORIAL PA;17214;BATISTA CAMPOS;Norte
EQUATORIAL PA;17215;BOM JESUS DO TOCANTINS;Norte
EQUATORIAL PA;17216;CAMETÁ I;Norte
EQUATORIAL PA;17217;CANAÃ DOS CARAJÁS;Norte
EQUATORIAL PA;17218;CAPANEMA I;Norte
EQUATORIAL PA;17219;CARAJÁS I;Norte
EQUATORIAL PA;17220;CREMAÇÃO;Norte
EQUATORIAL PA;17221;INDEPENDÊNCIA;Norte
EQUATORIAL PA;17222;JURUNAS;Norte
EQUATORIAL PA;17223;MARABÁ I;Norte
EQUATORIAL PA;17224;MORADA NOVA;Norte
EQUATORIAL PA;17226;PARAGOMINAS II;Norte
EQUATORIAL PA;17227;PRIMAVERA;Norte
EQUATORIAL PA;17228;REDUTO;Norte
EQUATORIAL PA;17229;RONDON DO PARÁ;Norte
EQUATORIAL PA;17230;SALINÓPOLIS;Norte
EQUATORIAL PA;17231;SANTO ANTÔNIO;Norte
EQUATORIAL PA;17232;SÃO DOMINGOS DO ARAGUAIA;Norte
EQUATORIAL PA;17233;TAILÂNDIA II;Norte
EQUATORIAL PA;17234;VILA CONCÓRDIA I;Norte
EQUATORIAL PA;17235;ANAPU;Norte
EQUATORIAL PA;17236;PACAJÁ;Norte
EQUATORIAL PI;12685;TABULEIRO;Nordeste
EQUATORIAL PI;12686;PIRIPIRI;Nordeste
EQUATORIAL PI;12687;PIRACURUCA;Nordeste
EQUATORIAL PI;12688;PEDRO II;Nordeste
EQUATORIAL PI;12689;ESPERANTINA;Nordeste
EQUATORIAL PI;12690;MATIAS OLIMPIO;Nordeste
EQUATORIAL PI;12691;LUZILÂNDIA;Nordeste
EQUATORIAL PI;12692;CAMPO MAIOR;Nordeste
EQUATORIAL PI;12693;ALTOS;Nordeste
EQUATORIAL PI;12695;UNIÃO;Nordeste
EQUATORIAL PI;12696;MIGUEL ALVES;Nordeste
EQUATORIAL PI;12697;MARAMBÁIA;Nordeste
EQUATORIAL PI;12699;MACAÚBA;Nordeste
EQUATORIAL PI;12703;SÃO PEDRO;Nordeste
EQUATORIAL PI;12704;FLORIANO;Nordeste
EQUATORIAL PI;12705;CANTO DO BURITI;Nordeste
EQUATORIAL PI;12706;SÃO JOÃO DO PI;Nordeste
EQUATORIAL PI;12707;SIMPLÍCIO MENDES;Nordeste
EQUATORIAL PI;12708;OEIRAS;Nordeste
EQUATORIAL PI;12709;NAZARÉ;Nordeste
EQUATORIAL PI;12710;URUÇUÍ;Nordeste
EQUATORIAL PI;12711;BERTOLÍNIA;Nordeste
EQUATORIAL PI;12712;BOM JESUS;Nordeste
EQUATORIAL PI;12713;ELIZEU MARTINS;Nordeste
EQUATORIAL PI;12714;REDENÇÃO DO GURGUÉIA;Nordeste
EQUATORIAL PI;12715;GILBUÉS;Nordeste
EQUATORIAL PI;12716;SÃO RAIMUNDO NONATO;Nordeste
EQUATORIAL PI;12717;NOVO ORIENTE;Nordeste
EQUATORIAL PI;12718;PICOS;Nordeste
EQUATORIAL PI;12719;JUNCO;Nordeste
EQUATORIAL PI;12720;BURITI GRANDE;Nordeste
EQUATORIAL PI;12721;MANDACARÚ;Nordeste
EQUATORIAL PI;15677;POTY;Nordeste
EQUATORIAL PI;15678;RENASCENÇA;Nordeste
EQUATORIAL PI;15679;POLO;Nordeste
EQUATORIAL PI;15680;PARNAÍBA II;Nordeste
EQUATORIAL PI;15681;JOCKEY;Nordeste
EQUATORIAL PI;15682;MARQUÊS;Nordeste
EQUATORIAL PI;15683;SATÉLITE;Nordeste
EQUATORIAL PI;15684;TERESINA;Nordeste
EQUATORIAL PI;15685;PARNAÍBA;Nordeste
EQUATORIAL PI;15686;NAZÁRIA;Nordeste
EQUATORIAL PI;17237;ALTO LONGA;Nordeste
EQUATORIAL PI;17238;CENTRO;Nordeste
EQUATORIAL PI;17239;ALTOS;Nordeste
EQUATORIAL PI;17240;BAIXA GRANDE DO RIBEIRO;Nordeste
EQUATORIAL PI;17241;CASTELO;Nordeste
EQUATORIAL PI;17242;BARRAS;Nordeste
EQUATORIAL PI;17243;CAMPO MAIOR;Nordeste
EQUATORIAL PI;17244;CRISTINO CASTRO;Nordeste
EQUATORIAL PI;17245;BOM JESUS;Nordeste
EQUATORIAL PI;17246;CAMURUPIM;Nordeste
EQUATORIAL PI;17247;CANTO DO BURITI;Nordeste
EQUATORIAL PI;17248;CARAUBAS;Nordeste
EQUATORIAL PI;17249;COCAL;Nordeste
EQUATORIAL PI;17250;CURIMATÁ;Nordeste
EQUATORIAL PI;17251;CURRALINHOS;Nordeste
EQUATORIAL PI;17252;DEMERVAL LOBÃO;Nordeste
EQUATORIAL PI;17253;ESPLANADA;Nordeste
EQUATORIAL PI;17254;FLORIANO;Nordeste
EQUATORIAL PI;17255;GUADALUPE;Nordeste
EQUATORIAL PI;17256;ININGA;Nordeste
EQUATORIAL PI;17257;JAICOS;Nordeste
EQUATORIAL PI;17258;JERUMENHA;Nordeste
EQUATORIAL PI;17259;JOSÉ DE FREITAS;Nordeste
EQUATORIAL PI;17260;JUNCO;Nordeste
EQUATORIAL PI;17261;MACAÚBA;Nordeste
EQUATORIAL PI;17262;MARAMBÁIA;Nordeste
EQUATORIAL PI;17263;NAZÁRIA;Nordeste
EQUATORIAL PI;17264;NOVO LINO;Nordeste
EQUATORIAL PI;17265;NOVO ORIENTE;Nordeste
EQUATORIAL PI;17266;PARNAÍBA II;Nordeste
EQUATORIAL PI;17267;POLO;Nordeste
EQUATORIAL PI;17268;REDENÇÃO DO GURGUÉIA;Nordeste
EQUATORIAL PI;17269;RIBEIRA;Nordeste
EQUATORIAL PI;17270;RIBEIRO GONCALVES;Nordeste
EQUATORIAL PI;17271;RIO GRANDE;Nordeste
EQUATORIAL PI;17272;SATÉLITE;Nordeste
EQUATORIAL PI;17273;SIMÕES;Nordeste
EQUATORIAL PI;17274;TABULEIRO;Nordeste
EQUATORIAL PI;17275;TERESINA;Nordeste
EQUATORIAL PI;17276;UNIÃO;Nordeste
EQUATORIAL PI;17277;URUÇUÍ;Nordeste
EQUATORIAL PI;17278;URUÇUÍ II;Nordeste
EQUATORIAL PI;17279;VALENÇA;Nordeste
EQUATORIAL PI;17280;VOLTA DA JUREMA;Nordeste
ERO;12641;Areal;Norte
ERO;12642;Alfavile;Norte
ERO;12643;Ariquemes;Norte
ERO;12644;Cacoal;Norte
ERO;12645;Chupinguaia;Norte
ERO;12646;Colorado;Norte
ERO;12647;Vilhena;Norte
ERO;12648;Guajara;Norte
ERO;12649;Jaru;Norte
ERO;12650;Ji-Parana;Norte
ERO;12651;Nova Brasilândia;Norte
ERO;12652;Ouro Preto;Norte
ERO;12653;Pimenta Bueno;Norte
ERO;12654;Porto Velho;Norte
ERO;12655;Rolim de Moura;Norte
ERO;12656;São Miguel;Norte
ERO;12657;Tiradentes;Norte
ERO;12658;São Carlos;Norte
ERO;12660;Triunfo;Norte
ERO;12661;Machadinho;Norte
ERO;12662;Buritis;Norte
ERO;12663;Alvorada;Norte
ERO;12664;Costa Marques;Norte
ERO;12665;Itapua;Norte
ERO;15725;Nova Mutum;Norte
ERO;15726;Extrema;Norte
ERO;17314;AREAL;Norte
ERO;17315;COLORADO;Norte
ERO;17316;EXTREMA;Norte
ERO;17330;CENTRO;Norte
ERO;17331;ALVORADA;Norte
ERO;17332;BURITIS;Norte
ERO;17333;ITAPUA;Norte
ERO;17334;JI-PARANA;Norte
ERO;17335;MACHADINHO;Norte
ERO;17336;PIMENTA BUENO;Norte
ERO;17337;ROLIM DE MOURA;Norte
ERO;17338;VILHENA;Norte
ERO;17339;CUJUBIM;Norte
ERO;17340;JI-PARANA III;Norte
ERO;17341;VALE DO ANARI;Norte
ERO;17342;VILHENA II;Norte
ERO;17343;NOVA CALIFORNIA;Norte
ERO;17344;VISTA ALEGRE;Norte
ERO;17345;ARIQUEMES II;Norte
ERO;17346;ARIQUEMES;Norte
ERO;17347;CEREJEIRAS;Norte
ERO;17348;ESPIGAO DO OESTE;Norte
ERO;17349;MONTE NEGRO;Norte
ERO;17350;NOVA BRASILANDIA;Norte
ERO;17351;NOVA MUTUM;Norte
ERO;17352;ALFAVILE;Norte
ERO;17353;CHUPINGUAIA;Norte
ESE;14534;CAJAÍBA;Nordeste
ESE;14535;CARMÓPOLIS;Nordeste
ESE;14536;CARRAPICHO;Nordeste
ESE;14538;GRACCHO CARDOSO;Nordeste
ESE;14541;ITAPORANGA;Nordeste
ESE;14542;LAGARTO;Nordeste
ESE;14543;MARUIM;Nordeste
ESE;14544;MOSQUEIRO;Nordeste
ESE;14545;NOSSA SENHORA DAS DORES;Nordeste
ESE;14547;PROPRIÁ;Nordeste
ESE;14548;PORTO;Nordeste
ESE;14549;PORTO DA FOLHA;Nordeste
ESE;14550;POÇO VERDE;Nordeste
ESE;14553;XINGÓ;Nordeste
ESE;14554;SÃO CRISTOVÃO;Nordeste
ESE;14555;TAIÇOCA;Nordeste
ESE;14556;SALGADO;Nordeste
ESE;14557;SIMÃO DIAS;Nordeste
ESE;15788;ITABAIANA;Nordeste
ESE;15789;RIACHUELO;Nordeste
ESE;15790;FREI PAULO;Nordeste
ESE;15791;URUBU;Nordeste
ESE;15794;ATALAIA;Nordeste
ESE;15795;MOITA BONITA;Nordeste
ESE;15796;SERIGY;Nordeste
ESE;15797;CONTORNO;Nordeste
ESE;16469;NOSSA SENHORA DA GLÓRIA;Nordeste
ESE;16470;ARACAJU;Nordeste
ESE;16471;GRAGERU;Nordeste
ESE;16472;CABRITA;Nordeste
ESE;16473;MONTE ALEGRE;Nordeste
ESE;16936;Aracaju;Nordeste
ESE;16937;Cajaíba;Nordeste
ESE;16938;Poço Verde;Nordeste
ESE;16939;Graccho Cardoso;Nordeste
ESE;16940;Nossa Senhora da Glória;Nordeste
ESE;16941;Moita Bonita;Nordeste
ESE;16942;Itabaiana;Nordeste
ESE;16984;Porto;Nordeste
ESE;16985;Atalaia;Nordeste
ESE;16986;Cabrita;Nordeste
ESE;16987;Carmópolis;Nordeste
ESE;16988;Riachuelo;Nordeste
ESE;16989;Serigy;Nordeste
ESE;16990;Maruim;Nordeste
ESE;16991;Urubu;Nordeste
ESE;16992;São Cristovão;Nordeste
ESE;16994;Grageru;Nordeste
ESE;17313;MOSQUEIRO;Nordeste
ESS;12724;ADAMANTINA;Sudeste
ESS;12725;ALVARES MACHADO;Sudeste
ESS;12732;ENEIDA;Sudeste
ESS;12735;LUCELIA;Sudeste
ESS;12739;MARTINOPOLIS;Sudeste
ESS;12742;OSVALDO CRUZ;Sudeste
ESS;12745;PRESIDENTE EPITACIO;Sudeste
ESS;12748;PRESIDENTE PRUDENTE 1;Sudeste
ESS;12751;PRESIDENTE PRUDENTE 3;Sudeste
ESS;12755;PRESIDENTE PRUDENTE 4;Sudeste
ESS;12757;PRESIDENTE PRUDENTE 5;Sudeste
ESS;12761;PRESIDENTE VENCESLAU;Sudeste
ESS;12766;SANTO ANASTACIO;Sudeste
ESS;16117;GUARAPUAVA;Sudeste
ESS;16118;VILA CARLI;Sudeste
ESS;16119;ADOLFO;Sudeste
ESS;16120;BORBOREMA;Sudeste
ESS;16121;CATANDUVA;Sudeste
ESS;16122;CATANDUVA II;Sudeste
ESS;16123;CATIGUA;Sudeste
ESS;16124;ELISIARIO;Sudeste
ESS;16125;NOVA ITAPIREMA;Sudeste
ESS;16126;NOVO HORIZONTE;Sudeste
ESS;16127;SALES;Sudeste
ESS;16128;URUPES;Sudeste
ESS;16129;ASSIS I;Sudeste
ESS;16130;ASSIS III;Sudeste
ESS;16131;BASTOS II;Sudeste
ESS;16132;CANDIDO MOTA;Sudeste
ESS;16133;ECHAPORÃ;Sudeste
ESS;16134;IBIRAREMA;Sudeste
ESS;16135;MARACAI;Sudeste
ESS;16136;PALMITAL;Sudeste
ESS;16137;PARAGUACU PAULISTA;Sudeste
ESS;16138;RANCHARIA-ENTROCAMENTO;Sudeste
ESS;16139;SANTA LINA;Sudeste
ESS;16140;TARUMA II;Sudeste
ESS;16141;TUPA;Sudeste
ESS;16142;Bragança Paulista I;Sudeste
ESS;16143;Bragança Paulista II;Sudeste
ESS;16144;BUENO BRANDAO;Sudeste
ESS;16145;CAMANDUCAIA;Sudeste
ESS;16146;CAMBUI;Sudeste
ESS;16147;EXTREMA;Sudeste
ESS;16148;SANTA TEREZINHA;Sudeste
ESS;16781;EXTREMA;Sudeste
ESS;16782;PRESIDENTE PRUDENTE 4;Sudeste
ESS;16783;PRESIDENTE PRUDENTE 3;Sudeste
ESS;16784;PRESIDENTE PRUDENTE 2;Sudeste
ESS;16785;VILA CARLI;Sudeste
ESS;16786;GUARAPUAVA;Sudeste
ESS;16787;GUARAPUAVA 2;Sudeste
ESS;16788;URUPÊS-SALES;Sudeste
ESS;16789;MARTINÓPOLIS;Sudeste
ESS;16790;PARAGUAÇU;Sudeste
ESS;16791;SANTA TEREZINHA;Sudeste
ESS;16792;ASSIS III-TARUMÃ;Sudeste
ESS;16793;ASSIS I;Sudeste
ESS;16794;CATANDUVA II;Sudeste
ESS;16795;CATANDUVA;Sudeste
ESS;16834;BUENO BRANDÃO;Sudeste
ETO;13609;Aliança;Centro-Oeste
ETO;13611;Alvorada;Centro-Oeste
ETO;13613;Araguacema;Centro-Oeste
ETO;13614;Araguacu;Centro-Oeste
ETO;13617;Araguatins;Centro-Oeste
ETO;13618;Arapoema;Centro-Oeste
ETO;13619;Arraias;Centro-Oeste
ETO;13621;Axixa Tocantins;Centro-Oeste
ETO;13622;Barrolandia;Centro-Oeste
ETO;13623;Buriti Do Tocantins;Centro-Oeste
ETO;13624;Cariri;Centro-Oeste
ETO;13625;Colinas Tocantins;Centro-Oeste
ETO;13626;Colmeia;Centro-Oeste
ETO;13627;Combinado;Centro-Oeste
ETO;13628;Cristalandia;Centro-Oeste
ETO;13630;Duere;Centro-Oeste
ETO;13631;Fatima;Centro-Oeste
ETO;13633;Figueiropolis;Centro-Oeste
ETO;13634;Filadelfia;Centro-Oeste
ETO;13635;Formoso;Centro-Oeste
ETO;13636;Guarai I;Centro-Oeste
ETO;13637;Guarai II;Centro-Oeste
ETO;13638;Gurupi Não Urbano;Centro-Oeste
ETO;13640;Itacaja;Centro-Oeste
ETO;13641;Itaguatins;Centro-Oeste
ETO;13642;Lagoa da Confusao;Centro-Oeste
ETO;13643;Miracema;Centro-Oeste
ETO;13644;Miranorte;Centro-Oeste
ETO;13645;Monte do Carmo;Centro-Oeste
ETO;13646;Natividade;Centro-Oeste
ETO;13647;Nazare;Centro-Oeste
ETO;13648;Nova Olinda;Centro-Oeste
ETO;13649;Nova Pinheiropolis;Centro-Oeste
ETO;13650;PALMAS III;Centro-Oeste
ETO;13651;Nova Rosalandia;Centro-Oeste
ETO;13652;PALMAS II Não Urbano;Centro-Oeste
ETO;13653;PALMAS II Urbano;Centro-Oeste
ETO;13654;PALMAS IV;Centro-Oeste
ETO;13655;Palmeiropolis;Centro-Oeste
ETO;13656;Paraiso I Não Urbano;Centro-Oeste
ETO;13657;Paraiso I Urbano;Centro-Oeste
ETO;13658;Pedro Afonso;Centro-Oeste
ETO;13659;Peixe;Centro-Oeste
ETO;13660;Pium;Centro-Oeste
ETO;13661;Ponte Alta do Bom Jesus;Centro-Oeste
ETO;13662;Ponte Alta do Tocantins;Centro-Oeste
ETO;13663;Porto Nacional;Centro-Oeste
ETO;13664;Presidente Kennedy;Centro-Oeste
ETO;13665;Silvanopolis;Centro-Oeste
ETO;13666;Sitio Novo;Centro-Oeste
ETO;13667;Taguatinga;Centro-Oeste
ETO;13668;Taquaralto II;Centro-Oeste
ETO;13669;Taquarussu;Centro-Oeste
ETO;13670;Tocantinea;Centro-Oeste
ETO;13672;UHE Peixe;Centro-Oeste
ETO;13673;UHE Isamu Ikeda;Centro-Oeste
ETO;13674;Wanderlandia;Centro-Oeste
ETO;13675;Xambioa;Centro-Oeste
ETO;13676;Xambioá II;Centro-Oeste
ETO;16024;TOCANTINOPOLIS;Centro-Oeste
ETO;16025;SAO MIGUEL;Centro-Oeste
ETO;16026;GURUPI URBANO;Centro-Oeste
ETO;16027;GURUPI II;Centro-Oeste
ETO;16028;DIANOPOLIS;Centro-Oeste
ETO;16029;ARRAIAS II;Centro-Oeste
ETO;16030;ARAGUAINA III;Centro-Oeste
ETO;16031;ARAGUAINA NAO URBANO;Centro-Oeste
ETO;16032;ALMAS;Centro-Oeste
ETO;16033;ARAGUAINA URBANO;Centro-Oeste
ETO;16034;ANANAS;Centro-Oeste
ETO;16035;AUGUSTINOPOLIS;Centro-Oeste
ETO;16036;BIELANDIA;Centro-Oeste
ETO;16695;ALMAS;Centro-Oeste
ETO;16696;ARRAIAS II;Centro-Oeste
